"id"	"forme"	"label"
"contrainteprovisoire"	"Contrainte provisoire"	"forme préférée"
"contraintequinaquunesolution"	"Contrainte qui n’a qu’une solution"	"forme préférée"
"contraintereciproque"	"Contrainte réciproque"	"forme préférée"
"contraintes"	"Contraintes"	"forme alternative"
"contraintescroisees"	"Contraintes croisées"	"forme préférée"
"contraintesdelamusique"	"Contraintes de la musique"	"forme préférée"
"contrainteslinguistiques"	"Contraintes linguistiques"	"forme alternative"
"contraintesnaives"	"Contraintes naïves"	"forme préférée"
"contraintesprosodiques"	"Contraintes prosodiques"	"forme préférée"
"contraintesquinexistentpas"	"Contraintes qui n’existent pas"	"forme préférée"
"contraintessemantiques"	"Contraintes sémantiques"	"forme préférée"
"contraintestephanoise"	"Contrainte stéphanoise"	"forme préférée"
"contrainteturque"	"Contrainte turque"	"forme préférée"
"contraintetypographique"	"Contrainte typographique"	"forme préférée"
"contraintetypographique"	"Typographiques"	"forme alternative"
"contraste"	"Contraste"	"forme préférée"
"contreintersection"	"Contre-intersection"	"forme préférée"
"contrepet"	"Contrepet"	"forme préférée"
"contrepet"	"Contrepet"	"forme alternative"
"contrepet"	"Contrepet filmique"	"forme alternative"
"contrepet"	"Contrepets"	"forme alternative"
"contrepet"	"Contrepets - doublets"	"forme alternative"
"contrepeterie"	"Contrepèterie"	"forme alternative"
"contrepeterie"	"Contrepèteries"	"forme préférée"
"contrepeteries"	"Contrepèteries"	"forme alternative"
"contrerimes"	"Contrerimes"	"forme préférée"
"contresextine"	"Contre-sextine"	"forme préférée"
"cophoneme"	"Co-phonème"	"forme préférée"
"corbeau"	"Corbeau"	"forme préférée"
"corimes"	"Co-rime"	"forme préférée"
"corimes"	"Co-rimes"	"forme alternative"
"corimes"	"Con-rime"	"forme alternative"
"corimes"	"Corrime"	"forme alternative"
"corpussemantique"	"Corpus sémantique"	"forme préférée"
"correspondance"	"Correspondance"	"forme préférée"
"correspondance"	"Correspondances"	"forme alternative"
"correspondancedesoedipes"	"Correspondance des oedipes"	"forme alternative"
"correspondancedesoedipes"	"Correspondance des Œdipes"	"forme préférée"
"couleursprimaires"	"Couleurs primaires"	"forme préférée"
"couplesantonymehomophone"	"Couples ""antonyme/homophone"	"forme préférée"
"creation"	"Création"	"forme préférée"
"creation"	"Création éventuelle"	"forme alternative"
"crimeparfait"	"Crime parfait"	"forme préférée"
"croisement"	"Croisement"	"forme préférée"
"croisement"	"Croisement"	"forme alternative"
"croisement"	"Croisements des contraintes"	"forme alternative"
"cryptobole"	"Cryptobole"	"forme préférée"
"cryptobole"	"Cryptobole"	"forme alternative"
"cryptogrammes"	"Cryptogrammes"	"forme préférée"
"cryptographie"	"Cryptographie"	"forme préférée"
"curiositessyntaxiques"	"Curiosités syntaxiques"	"forme préférée"
"curiositessyntaxiques"	"Curiosités syntaxiques"	"forme alternative"
"curiositestheologiques"	"Curiosités théologiques"	"forme préférée"
"cyclesdidactiques"	"Cycles « didactiques »"	"forme préférée"
"cymbalumpataphysicien"	"Cymbalum pataphysicien"	"forme préférée"
"dada"	"Dada"	"forme alternative"
"dada"	"Dada/dadaïste"	"forme préférée"
"dada"	"Dadaïste"	"forme alternative"
"decalagedesrepliques"	"Décalage des répliques"	"forme préférée"
"decimales"	"Décimales"	"forme préférée"
"decimales"	"Décimales de π"	"forme alternative"
"declinocycle"	"Déclinocycle"	"forme préférée"
"decoupagedetextes"	"Découpage de textes"	"forme préférée"
"decretologie"	"Décrétologie"	"forme préférée"
"defensecontrelaraideur"	"Défense contre la raideur"	"forme préférée"
"definition"	"Définition"	"forme préférée"
"definition"	"Définitions"	"forme alternative"
"definition"	"Surdéfinition"	"forme alternative"
"definitiondeloulipo"	"Définition de l’Oulipo"	"forme préférée"
"definitiondeloulipo"	"Définition de l’oulipo"	"forme alternative"
"deformationdulatin"	"Déformation du latin"	"forme préférée"
"degresdedifficultes"	"Degrés de difficultés"	"forme préférée"
"deliresnumerologiques"	"Délires numérologiques"	"forme préférée"
"demission"	"Démission"	"forme préférée"
"demission"	"Démissions"	"forme alternative"
"densite"	"Densité"	"forme préférée"
"denumeration"	"Dénumération"	"forme préférée"
"dereglementregle"	"Dérèglement réglé"	"forme préférée"
"derivee"	"Dérivée"	"forme préférée"
"description"	"Description"	"forme préférée"
"descriptionsdetableau"	"Descriptions de tableau"	"forme préférée"
"dessinstisses"	"Dessins tissés"	"forme préférée"
"developpement"	"Développement"	"forme préférée"
"dialectometrie"	"Dialectométrie"	"forme préférée"
"dialoguedesourds"	"Dialogue de sourds"	"forme préférée"
"dialoguesprotees"	"Dialogues protées"	"forme préférée"
"diasemie"	"Diasémie"	"forme préférée"
"dictee"	"Dictée"	"forme préférée"
"dictionnaire"	"Dictionnaire"	"forme préférée"
"dictionnaire"	"Dictionnaire réduit"	"forme alternative"
"dictionnaire"	"Dictionnaire wallon"	"forme alternative"
"dictionnaire"	"Dictionnaires"	"forme alternative"
"dierese"	"Diérèse"	"forme préférée"
"dierese"	"Diérèse"	"forme alternative"
"difficulte"	"Difficulté"	"forme préférée"
"discontinu"	"Discontinu"	"forme préférée"
"discordancedesgenres"	"Discordance des genres"	"forme préférée"
"discordancedestemps"	"Discordance des temps"	"forme préférée"
"dispositionnonsequentielle"	"Disposition non-séquentielle"	"forme préférée"
"distique"	"Distique"	"forme préférée"
"distique"	"Distique"	"forme alternative"
"distique"	"Distiques"	"forme alternative"
"dizain"	"Dizain"	"forme préférée"
"dizine"	"Dizine"	"forme préférée"
"dominantesconsonantiques"	"Dominantes consonantiques"	"forme préférée"
"doublement"	"Doublement"	"forme alternative"
"doublement"	"Doublement de la rime"	"forme préférée"
